,sample1,sample2,AMT_score
497,S008C002P036R002A009,S017C002P007R002A009,3.636363636
498,S008C001P034R002A039,S011C001P038R001A048,1.222222222
499,S027C001P084R002A102,S031C001P100R001A102,3.2
500,S032C001P105R002A099,S029C001P044R002A099,3.9
501,S019C001P049R002A099,S021C001P059R002A100,1.75
502,S001C001P006R001A008,S002C001P014R002A008,3.909090909
503,S028C001P087R002A100,S029C001P080R002A100,3.7
504,S031C001P097R001A098,S032C001P105R001A098,3.888888889
505,S027C002P081R002A096,S015C003P025R001A039,1.5
506,S026C001P071R001A104,S029C003P080R001A097,2
507,S022C002P064R002A102,S027C003P079R001A095,1.1
508,S012C001P037R001A035,S011C001P038R002A035,3.2
509,S028C001P087R001A096,S024C001P060R002A096,2.636363636
510,S008C001P031R001A022,S001C001P004R002A022,2.8
511,S015C002P019R002A023,S014C001P027R002A022,1.333333333
512,S021C001P060R001A104,S030C001P095R002A104,3
513,S008C001P033R002A007,S005C001P016R002A022,1
514,S026C002P072R002A101,S016C001P040R002A007,1
515,S026C001P072R002A104,S002C001P009R001A040,1.1
516,S016C002P021R002A023,S021C001P060R001A104,1.4
517,S021C001P058R002A099,S020C003P052R001A099,3.888888889
518,S031C001P051R002A101,S008C001P025R001A008,1
519,S027C002P084R002A102,S016C002P039R002A026,1.090909091
520,S011C003P002R001A022,S030C002P095R002A104,2
521,S012C001P016R002A040,S009C003P017R001A040,3.9
522,S027C002P011R002A097,S028C003P073R001A097,3.4
523,S008C001P001R001A026,S002C002P011R002A027,1.4
524,S008C003P036R001A026,S016C001P021R001A009,1
525,S008C001P034R002A023,S015C001P019R002A023,3.1
526,S013C001P027R001A026,S008C001P029R002A026,3
527,S011C001P015R002A022,S014C001P039R001A007,1
528,S001C002P006R002A048,S008C003P007R001A039,1
529,S004C001P020R002A022,S011C003P028R001A023,1.3
530,S013C001P037R002A027,S025C002P068R002A099,1.2
531,S008C002P036R002A022,S008C001P036R002A022,3.9
532,S030C003P092R001A101,S002C001P014R002A048,1
533,S008C003P034R001A027,S004C001P020R002A027,3.9
534,S027C001P083R001A101,S004C003P020R001A008,1.090909091
535,S027C001P081R002A097,S011C003P002R001A022,1.363636364
536,S030C002P096R002A102,S021C003P060R001A101,1.125
537,S013C002P037R002A027,S029C003P080R001A099,1.636363636
538,S023C001P055R002A098,S029C003P051R001A097,1.4
539,S024C003P061R001A100,S003C001P002R001A027,1.111111111
540,S016C002P039R002A026,S001C002P006R002A026,4
541,S001C003P006R001A008,S002C001P014R002A008,3.8
542,S013C001P037R002A027,S006C001P022R002A027,3.6
543,S002C001P011R001A008,S017C002P016R002A008,3.7
544,S031C001P006R001A104,S006C001P022R002A040,1.7
545,S001C001P004R001A009,S008C001P033R002A009,3.2
546,S029C001P080R001A097,S010C002P025R002A022,1.6
547,S027C002P081R002A096,S030C003P096R001A096,3.8
548,S006C001P024R001A009,S002C002P014R002A027,1.3
549,S029C003P080R001A104,S024C001P064R001A097,1.111111111
550,S023C003P059R001A101,S002C002P010R002A048,1.2
551,S023C002P068R002A101,S026C001P049R002A101,3.8
552,S027C001P079R001A102,S028C002P087R002A102,3.2
553,S030C001P095R001A095,S008C003P035R001A022,2.3
554,S008C002P032R002A048,S012C003P037R001A035,3.111111111
555,S027C001P085R001A101,S001C001P004R002A035,1
556,S008C001P034R002A026,S011C003P001R001A009,1.090909091
557,S031C001P100R001A096,S022C001P064R002A098,1.1
558,S023C002P061R002A104,S015C002P025R002A040,1.5
559,S012C002P037R002A022,S005C001P010R002A023,1.2
560,S008C002P029R002A039,S016C001P021R002A039,3.363636364
561,S029C001P006R002A096,S020C003P054R001A098,1.125
562,S027C001P079R001A096,S020C001P052R001A096,3.818181818
563,S006C003P023R001A039,S006C003P023R001A026,1
564,S008C001P034R002A022,S001C001P004R002A023,1.3
565,S002C001P012R001A048,S008C001P033R002A048,2.5
566,S008C002P029R002A039,S001C001P005R002A039,4
567,S005C001P016R002A022,S027C003P083R001A104,2.333333333
568,S027C001P083R001A099,S008C001P036R001A026,1.545454545
569,S015C001P019R002A023,S028C003P046R001A104,1
570,S006C001P024R002A035,S028C003P087R001A080,1.272727273
571,S005C002P010R002A008,S019C002P049R002A080,1.909090909
572,S012C002P027R002A009,S005C001P010R002A009,3.6
573,S027C003P083R001A080,S013C003P015R001A048,1.181818182
574,S001C003P004R001A039,S026C003P071R001A096,1.2
575,S006C001P022R001A023,S002C001P014R001A022,1.3
576,S008C002P035R002A009,S008C002P032R002A009,4
577,S001C002P005R002A039,S011C001P038R001A048,1
578,S009C003P025R001A023,S001C002P001R002A022,1.2
579,S001C001P006R001A007,S028C002P087R002A102,1
580,S002C001P014R001A035,S005C001P015R001A035,3.7
581,S026C003P072R001A098,S031C001P082R002A098,3.727272727
582,S002C002P009R002A026,S009C003P007R001A026,3.2
583,S032C001P105R001A100,S012C002P019R002A027,2
584,S021C001P058R002A099,S025C002P068R002A099,3.777777778
585,S022C001P064R002A098,S012C002P016R002A040,1.3
586,S027C002P084R002A097,S002C001P014R001A022,1.7
587,S010C001P008R001A023,S011C001P028R001A023,3.181818182
588,S008C001P032R001A022,S008C001P031R001A007,1.1
589,S006C002P022R002A008,S006C001P024R001A008,3.9
590,S007C001P019R001A026,S009C003P007R001A027,1.2
591,S025C002P066R002A104,S002C001P010R002A040,1.4
592,S028C001P046R001A100,S027C003P006R001A100,3.1
593,S031C003P097R001A104,S011C002P002R002A040,1
594,S002C002P011R002A048,S021C003P060R001A101,1.1
595,S008C003P036R001A026,S027C001P084R002A099,2.111111111
596,S003C003P002R001A027,S016C003P021R001A027,3.6
597,S027C003P079R001A098,S023C001P066R002A096,1
598,S011C002P002R002A007,S006C003P024R001A007,2
599,S010C001P021R002A008,S020C001P054R001A080,2.444444444
600,S011C002P015R002A022,S008C003P032R001A023,1.363636364
601,S002C001P011R002A026,S008C001P033R002A026,3.181818182
602,S002C002P014R002A027,S025C001P055R002A100,1.111111111
603,S027C002P080R002A102,S027C001P086R001A102,3.777777778
604,S028C002P087R002A100,S008C002P031R002A026,1.666666667
605,S027C002P082R002A100,S025C001P055R002A100,3.6
606,S008C001P001R001A023,S017C002P009R002A007,1.6
607,S010C001P008R001A023,S023C001P055R001A104,1
608,S032C003P106R001A099,S008C003P032R001A026,2.3
609,S008C001P034R002A039,S016C001P039R002A039,4
610,S023C001P055R002A097,S031C001P100R001A097,2.9
611,S032C003P105R001A095,S019C001P050R002A095,3.5
612,S001C001P005R002A035,S011C002P028R002A048,2.444444444
613,S008C003P034R001A048,S013C003P019R001A048,3.4
614,S002C001P009R001A048,S008C001P007R001A039,1
615,S005C001P010R002A009,S006C001P023R002A009,3.7
616,S014C002P037R002A026,S005C003P004R001A026,3.6
617,S019C003P051R001A096,S001C002P005R002A022,1.1
618,S021C002P059R002A100,S021C001P058R002A099,2.111111111
619,S009C003P007R001A027,S016C001P040R002A026,1.6
620,S008C001P036R002A009,S001C003P005R001A048,1.363636364
621,S027C002P081R002A096,S027C001P079R001A096,3.9
622,S028C001P073R002A104,S027C003P086R001A104,3.727272727
623,S027C003P083R001A101,S031C001P051R002A101,3.8
624,S028C001P073R002A104,S008C003P034R001A040,1.444444444
625,S031C001P043R001A100,S024C001P060R002A100,2.727272727
626,S020C003P052R001A104,S028C001P073R001A095,1.5
627,S014C003P037R001A007,S017C001P003R002A007,3.888888889
628,S001C002P006R002A023,S005C002P016R002A022,1.4
629,S023C002P056R002A098,S001C003P006R001A040,1.444444444
630,S023C001P068R002A101,S003C002P002R002A035,1.6
631,S006C002P022R002A027,S001C002P005R002A026,1.7
632,S020C003P053R001A104,S029C001P051R001A097,1.454545455
633,S029C001P006R002A096,S028C001P073R002A096,3.3
634,S026C001P072R001A098,S026C001P008R001A098,2.2
635,S023C001P055R002A097,S026C003P008R001A104,1.5
636,S021C003P056R001A095,S010C002P018R002A040,1.090909091
637,S012C001P028R001A039,S008C002P032R002A040,1.7
638,S032C001P105R002A104,S030C001P011R002A104,2.727272727
639,S030C002P092R002A080,S002C002P003R002A008,1.8
640,S010C001P021R002A022,S007C001P016R001A023,1.555555556
641,S008C001P030R001A008,S009C001P019R002A035,1.3
642,S030C001P092R001A101,S008C003P030R001A035,1.3
643,S027C001P086R002A099,S008C002P035R002A026,1.363636364
644,S023C002P056R002A098,S019C001P046R002A096,1.777777778
645,S029C001P080R001A099,S007C001P016R001A026,1.666666667
646,S030C001P095R001A095,S018C003P008R001A095,3.4
647,S032C001P105R002A104,S023C001P068R002A104,1.909090909
648,S032C002P105R002A102,S027C001P084R002A102,3.4
649,S027C001P081R002A097,S027C002P079R002A104,2.1
650,S026C003P051R001A095,S011C002P018R002A022,2.636363636
651,S010C001P013R002A040,S006C003P023R001A040,3.3
652,S003C003P019R001A022,S002C002P003R002A022,2.272727273
653,S008C002P029R002A007,S002C001P010R001A007,1.4
654,S025C001P066R002A100,S029C003P049R001A100,3.6
655,S032C003P044R001A097,S031C001P051R002A098,1.545454545
656,S025C002P056R002A099,S016C002P040R002A027,1.5
657,S010C001P008R001A023,S002C002P007R002A023,2
658,S027C001P086R002A097,S031C001P100R001A097,3.333333333
659,S006C003P022R001A023,S006C001P024R001A022,1.4
660,S020C002P052R002A101,S014C001P019R002A008,1
661,S020C003P053R001A097,S030C003P092R001A097,3.7
662,S006C001P022R002A022,S030C003P092R001A104,1.3
663,S031C001P100R001A102,S020C001P052R002A095,1
664,S030C002P095R002A097,S031C001P100R001A097,3.4
665,S006C001P024R001A026,S006C001P022R002A026,3.9
666,S030C001P095R001A102,S026C003P071R001A101,1.2
667,S002C001P014R001A035,S006C003P024R001A048,2
668,S026C003P008R001A098,S008C001P030R001A040,1.6
669,S023C002P061R002A104,S029C001P080R001A097,2
670,S001C002P003R002A027,S017C002P003R002A026,1.6
671,S008C002P030R002A023,S008C002P033R002A023,3.333333333
672,S014C001P039R001A040,S006C001P022R001A039,1.8
673,S003C001P002R001A048,S008C002P032R002A048,2.3
674,S006C003P024R001A040,S017C001P003R002A007,1
675,S014C001P037R001A007,S029C003P051R001A102,1
676,S027C001P083R001A097,S007C001P007R002A048,1
677,S008C003P032R001A023,S008C002P036R002A007,1.7
678,S027C003P083R001A080,S019C001P049R002A080,3.636363636
679,S026C003P050R001A097,S026C001P075R001A097,1.8
680,S007C001P016R001A026,S008C002P034R002A026,3
681,S008C002P033R002A007,S032C003P106R001A095,1.3
682,S008C001P032R002A039,S001C003P006R001A039,4
683,S008C003P031R001A035,S006C002P024R002A035,3.636363636
684,S019C002P049R002A098,S028C001P087R001A097,1.7
685,S008C001P034R002A022,S002C001P011R002A022,2.2
686,S008C001P033R002A048,S008C001P030R002A048,3
687,S014C001P039R001A007,S008C002P035R002A007,3.833333333
688,S011C002P038R002A008,S004C003P003R001A048,1
689,S025C002P056R002A099,S030C003P092R001A099,3.8
690,S027C001P079R002A099,S006C001P024R001A027,1.1
691,S008C003P035R001A022,S008C001P029R001A022,1.545454545
692,S005C003P004R001A026,S008C002P031R002A026,2.8
693,S001C003P004R001A039,S016C001P025R001A048,1.1
694,S012C001P028R001A039,S002C001P013R001A039,3.5
695,S014C001P027R001A039,S002C001P011R002A048,1.375
696,S008C001P030R001A039,S012C002P037R002A039,3.7
697,S014C001P007R001A007,S008C003P032R001A023,1.5
698,S002C001P013R001A023,S017C003P009R001A023,2.909090909
699,S008C001P029R001A022,S001C001P006R001A022,1.6
700,S023C002P059R002A102,S023C002P061R002A102,3.4
701,S009C002P017R002A008,S007C003P016R001A035,1.363636364
702,S013C001P037R002A027,S008C003P033R001A027,3
703,S032C003P105R001A096,S011C003P038R001A022,1.2
704,S008C001P036R001A039,S008C002P035R002A039,3.2
705,S027C003P084R001A101,S028C001P073R002A101,3.818181818
706,S032C002P106R002A104,S027C001P081R001A095,2.9
707,S020C003P041R001A099,S030C003P095R001A099,3.8
708,S014C001P027R001A039,S016C003P040R001A040,1.25
709,S026C002P072R002A100,S017C001P003R002A026,1.363636364
710,S026C001P072R001A095,S026C003P072R001A095,4
711,S026C002P049R002A101,S023C001P059R001A101,3.5
712,S013C001P027R001A048,S019C003P046R001A101,1.1
713,S001C003P006R001A039,S017C001P020R002A040,1.6
714,S031C001P100R002A100,S026C003P071R001A100,3.272727273
715,S025C003P055R001A102,S026C001P072R002A102,3.1
716,S032C001P102R002A102,S031C001P100R001A102,3.8
717,S008C002P029R002A007,S009C001P025R001A023,1
718,S032C001P106R002A104,S025C001P059R001A104,2.2
719,S032C001P104R002A097,S020C003P053R001A104,1.666666667
720,S002C003P013R001A039,S011C001P027R001A040,1.4
721,S014C003P037R001A007,S008C001P001R002A007,3.454545455
722,S008C001P036R001A039,S011C003P038R001A039,3.3
723,S008C002P029R002A027,S027C002P079R002A099,1.2
724,S008C002P033R002A009,S021C002P060R002A080,1.3
725,S027C003P082R001A097,S030C002P081R002A104,1.7
726,S025C003P058R001A100,S006C001P017R001A026,1.636363636
727,S006C001P022R002A008,S030C003P076R001A080,2.3
728,S027C001P079R002A080,S011C003P038R001A048,1.5
729,S021C003P056R001A095,S027C002P079R002A104,3.2
730,S020C001P052R002A102,S022C001P064R002A102,3
731,S002C002P011R002A026,S030C003P095R001A099,1.545454545
732,S027C002P081R002A101,S008C001P032R002A035,1.2
733,S006C003P024R001A008,S006C001P024R001A048,1
734,S032C001P043R002A097,S028C003P073R001A097,3.545454545
735,S032C001P102R002A100,S012C003P008R001A027,1.3
736,S011C003P016R001A007,S006C001P023R001A023,1.444444444
737,S012C002P037R002A022,S008C003P015R001A023,1.2
738,S027C003P082R001A097,S029C003P080R001A104,1.3
739,S006C001P023R001A048,S017C003P020R001A048,3.818181818
740,S008C001P031R001A007,S015C002P019R002A023,1.777777778
741,S006C001P024R001A022,S006C003P024R001A007,1.4
742,S008C001P031R001A007,S029C001P006R002A095,1.444444444
743,S010C001P013R002A026,S005C003P017R001A009,1
744,S006C002P022R002A027,S008C001P032R001A027,3.6
745,S032C002P106R002A100,S024C001P060R002A100,3.1
746,S027C001P086R001A104,S032C002P102R002A104,1.363636364
747,S029C001P080R001A095,S032C001P106R002A104,2.1
748,S002C002P012R002A007,S008C003P029R001A022,1.2
749,S024C002P060R002A096,S006C001P023R002A022,1.1
750,S026C001P071R002A097,S023C001P058R002A104,1.333333333
751,S006C003P023R001A040,S011C002P002R002A040,4
752,S030C001P096R002A102,S006C001P008R002A026,2.2
753,S008C002P032R002A048,S026C001P050R002A101,1.222222222
754,S008C003P031R001A035,S023C002P066R002A080,1.222222222
755,S003C003P018R001A027,S030C003P092R001A099,1.4
756,S014C002P039R002A023,S008C001P030R002A007,1.111111111
757,S027C001P079R002A099,S016C001P025R002A026,1.7
758,S016C003P021R001A027,S032C001P105R002A099,1.3
759,S027C001P082R001A097,S021C002P056R002A097,3.3
760,S030C001P043R002A080,S002C002P014R002A048,1.2
761,S016C001P021R002A039,S008C001P035R002A039,2.7
762,S007C003P018R001A039,S008C002P032R002A040,1.272727273
763,S030C002P011R002A102,S027C002P085R002A102,3.4
764,S019C003P050R001A096,S026C003P071R001A096,3.6
765,S027C003P082R001A097,S032C003P008R001A097,3.777777778
766,S008C001P035R002A027,S008C001P015R001A026,1.363636364
767,S027C001P085R001A101,S006C003P024R001A048,1
768,S027C001P082R001A097,S026C002P071R002A097,3.7
769,S010C001P021R002A022,S007C001P027R002A023,1.2
770,S006C001P024R001A040,S008C002P001R002A007,1
771,S025C002P055R002A099,S013C001P027R001A027,1.3
772,S017C001P015R001A039,S001C001P004R001A039,3.4
773,S003C003P019R001A022,S001C001P005R002A023,1.545454545
774,S030C002P092R002A098,S027C002P011R002A098,3.75
775,S017C002P009R002A035,S014C001P037R002A008,1.4
776,S008C003P031R001A035,S004C002P020R002A035,3
777,S031C002P051R002A098,S030C003P096R001A096,1.3
778,S008C001P025R001A008,S007C001P015R001A008,3.6
779,S007C001P016R001A026,S007C003P028R001A026,3.777777778
780,S014C001P037R002A026,S008C002P033R002A026,3
781,S002C001P012R001A026,S008C001P030R001A026,3.727272727
782,S026C001P071R001A096,S030C003P092R001A096,3.818181818
783,S005C001P010R001A026,S003C001P018R001A027,1.5
784,S030C003P088R001A080,S008C001P001R002A035,1.3
785,S002C001P012R002A040,S008C001P036R001A040,4
786,S032C001P102R002A100,S030C001P096R002A100,3.9
787,S010C002P013R002A048,S016C003P040R001A039,1.1
788,S027C001P086R001A104,S031C003P043R001A095,1.1
789,S029C001P080R002A080,S021C002P060R002A080,3.4
790,S005C002P004R002A048,S027C002P081R002A101,1
791,S008C003P032R001A026,S011C001P038R002A026,3.222222222
792,S032C003P105R001A100,S020C001P053R001A100,3.363636364
793,S001C003P006R001A039,S008C002P034R002A039,3.727272727
794,S019C003P046R001A095,S008C001P031R001A022,2
795,S019C003P051R001A096,S028C001P087R001A096,3.9
796,S029C002P044R002A099,S023C001P059R001A099,3.6
797,S021C002P060R002A080,S008C003P029R001A035,1.4
798,S030C001P095R001A102,S006C001P023R001A026,1.181818182
799,S027C003P083R001A101,S002C001P011R002A035,1.444444444
800,S026C003P050R001A097,S001C002P005R002A022,1
801,S031C003P100R001A101,S030C003P092R001A101,3.5
802,S023C001P058R002A104,S020C003P053R001A104,3.1
803,S011C001P028R001A023,S008C001P015R001A023,3.4
804,S025C003P058R001A100,S019C001P049R002A099,1.181818182
805,S030C001P092R002A098,S002C002P011R002A040,1.222222222
806,S008C001P033R002A048,S010C001P008R001A039,1
807,S020C001P052R001A099,S016C002P040R002A027,1.2
808,S008C001P036R001A026,S008C001P015R001A026,3.3
809,S014C001P037R002A026,S017C001P003R002A026,3.8
810,S013C003P008R001A008,S007C002P007R002A048,1.5
811,S023C001P059R002A102,S030C001P095R001A101,1
812,S032C001P105R001A100,S011C003P038R001A027,1.5
813,S016C001P008R002A022,S008C003P035R001A022,3.818181818
814,S014C003P027R001A039,S002C001P012R002A039,3.909090909
815,S026C002P071R002A095,S028C001P073R001A095,3.9
816,S008C002P035R002A035,S008C002P025R002A035,3.636363636
817,S010C003P008R001A039,S015C003P025R001A039,3.818181818
818,S017C002P009R002A022,S007C001P007R002A048,1.1
819,S001C001P005R001A040,S006C002P024R002A039,1.4
820,S014C003P017R001A007,S001C001P006R002A023,1.545454545
821,S030C002P095R002A080,S014C003P008R001A035,1.5
822,S008C001P036R001A048,S008C003P036R001A035,3.545454545
823,S003C001P002R001A039,S023C002P066R002A096,1.2
824,S021C001P058R001A098,S027C001P084R001A098,3.7
825,S006C001P022R001A039,S001C001P007R001A040,1.636363636
826,S007C001P015R002A027,S008C001P032R001A027,3.583333333
827,S002C003P014R001A039,S007C001P001R002A048,1.7
828,S032C003P105R001A096,S028C001P043R001A096,3.9
829,S017C003P009R001A008,S005C002P013R002A008,3.5
830,S002C001P011R001A039,S004C003P003R001A048,1.125
831,S007C001P018R001A039,S004C001P020R002A039,4
832,S014C002P039R002A023,S016C002P021R002A023,3.333333333
833,S014C001P037R002A026,S003C003P018R001A027,1.555555556
834,S012C001P028R002A022,S030C002P095R002A104,2.181818182
835,S024C003P064R001A095,S005C001P016R002A022,2.3
836,S011C002P038R002A026,S013C003P027R001A026,3.7
837,S019C001P050R002A095,S006C003P024R001A040,1
838,S032C003P105R001A095,S021C003P056R001A095,3.5
839,S023C001P064R002A101,S016C003P039R001A035,1.909090909
840,S030C001P092R001A101,S013C003P027R001A048,1
841,S024C003P061R001A100,S011C003P038R001A027,1.222222222
842,S030C003P095R001A098,S027C002P011R002A098,4
843,S006C001P022R001A035,S023C003P061R001A080,1.222222222
844,S011C001P038R001A039,S017C002P020R002A040,1.6
845,S007C002P018R002A026,S011C002P038R002A026,3.875
846,S004C002P020R002A007,S017C003P009R001A023,1.7
847,S008C001P031R001A022,S008C001P030R002A022,3.1
848,S002C001P011R001A008,S009C001P017R002A008,3.666666667
849,S002C002P012R002A007,S003C003P019R001A022,1.1
850,S029C001P006R002A095,S030C003P095R001A095,4
851,S002C001P012R002A035,S013C001P008R001A008,1
852,S025C002P055R002A099,S002C001P013R001A027,1
853,S002C001P013R001A039,S019C003P051R001A096,1.222222222
854,S005C001P004R002A048,S008C001P030R002A048,2.090909091
855,S004C003P003R001A048,S017C001P003R001A039,1
856,S019C002P049R002A099,S025C001P056R002A099,3.8
857,S001C001P006R001A007,S016C001P040R002A023,1.5
858,S001C003P005R001A040,S001C001P007R001A040,3.555555556
859,S008C003P029R001A009,S001C001P006R002A026,1.090909091
860,S023C003P055R001A104,S019C002P050R002A095,2.6
861,S026C001P076R002A098,S027C002P084R002A096,1.1
862,S032C002P102R002A101,S017C001P016R002A008,1
863,S008C001P033R001A035,S006C001P023R002A035,2.1
864,S027C001P079R002A104,S014C001P039R001A040,1.3
865,S001C003P005R001A040,S001C002P005R002A039,1.444444444
866,S027C001P079R002A099,S030C001P092R001A099,3.6
867,S005C001P010R002A023,S004C001P020R002A022,1.333333333
868,S016C001P039R002A039,S011C002P028R002A048,1.1
869,S008C003P029R001A009,S009C003P007R001A027,1.1
